Date of Despatch,Industry,Customer ID,Sales Value
01/04/2007,SNG,Dakota Gasification Company,28139.00
01/04/2007,SNG,Dakota Gasification Company,28139.00
01/04/2007,SNG,Dakota Gasification Company,62162.00
01/04/2007,SNG,SG Chemical,36499.00
01/04/2007,RET,The Hong Kong & China Gas Co. Ltd,159825.00
01/04/2007,RER,GS Caltex Corporation,86535.00
01/04/2007,RER,GS Caltex Corporation,64516.00
01/04/2007,RER,GS Caltex Corporation,117827.00
01/04/2007,RER,GS Caltex Corporation,392756.00
01/04/2007,RER,GS Caltex Corporation,27791.00
01/04/2007,RER,GS Caltex Corporation,9202.00
01/04/2007,RER,GS Caltex Corporation,33455.00
01/04/2007,RER,GS Caltex Corporation,11160.00
01/04/2007,RER,BP Oil Refineria de Castellon SA,30650.00
01/04/2007,RER,BP Oil Refineria de Castellon SA,88809.00
01/04/2007,RER,BP Oil Refineria de Castellon SA,72008.00
01/04/2007,RER,BP Oil Refineria de Castellon SA,132014.00
01/04/2007,RER,BP Oil Refineria de Castellon SA,16713.00
01/04/2007,RER,BP Oil Refineria de Castellon SA,71854.00
01/04/2007,RER,BP Oil Refineria de Castellon SA,2561.00
01/04/2007,RER,BP Oil Refineria de Castellon SA,2561.00
01/04/2007,RER,PCK Raffinerie GmbH,63888.00
01/04/2007,RER,Motor Oil (Hellas),15932.00
01/04/2007,RER,Motor Oil (Hellas),435068.00
01/04/2007,RER,S-Oil HMP1,41487.00
01/04/2007,RER,Slovnaft AS,76652.00
01/04/2007,RER,"Petroleos del Norte S,A.",99180.00
01/04/2007,RER,PETROPLUS Raffinerie,104193.00
01/04/2007,RER,PETROPLUS Raffinerie,814.00
01/04/2007,RER,PETROPLUS Raffinerie,2931.00
01/04/2007,RER,PETROPLUS Raffinerie,1085.00
01/04/2007,REP,"ConocoPhillips,  Inc.",678.00
01/04/2007,REO,L G Chemicals Naju,22716.00
01/04/2007,REI,Air Liquide,2100.00
01/04/2007,REI,Air Liquide,112990.00
01/04/2007,REI,Air Liquide,76737.00
01/04/2007,REI,Praxair Ontario Hydrogen Plant,14236.00
01/04/2007,REI,Praxair Ontario Hydrogen Plant,420.00
01/04/2007,REI,Praxair Ontario Hydrogen Plant,1008.00
01/04/2007,REI,SOL SpA,3760.00
01/04/2007,REI,BOC Gases Ltd,1310.00
01/04/2007,REI,BOC Gases Ltd,1310.00
01/04/2007,REI,BOC Gases Ltd,2620.00
01/04/2007,REI,BOC Gases Ltd,11790.00
01/04/2007,REI,BOC Gases Ltd,441.00
01/04/2007,REI,Compania de Hidrogeno,39732.00
01/04/2007,REI,Air Products & Chemicals Inc.,6021.00
01/04/2007,REH,"U.S. Steel Kosice, s.r.o.",11076.00
01/04/2007,REH,Metallochimica Srl,7227.00
01/04/2007,REH,Metallochimica Srl,4625.00
01/04/2007,REH,CENTRO ENEA TRISAIA,194.00
01/04/2007,REH,CENTRO ENEA TRISAIA,519.00
01/04/2007,REH,CENTRO ENEA TRISAIA,539.00
01/04/2007,REH,CENTRO ENEA TRISAIA,307.00
01/04/2007,REH,CENTRO ENEA TRISAIA,916.00
01/04/2007,REH,CENTRO ENEA TRISAIA,181.00
01/04/2007,REH,CENTRO ENEA TRISAIA,270.00
01/04/2007,REH,BOC Edwards,2573.00
01/04/2007,REH,BOC Edwards,0.00
01/04/2007,RED,Mittal Steel Hamburg GmbH,37736.00
01/04/2007,RED,Mittal Steel Hamburg GmbH,48517.00
01/04/2007,RED,"Falconbridge Dominica, C X A",2890.00
01/04/2007,RED,Mittal Steel Hamburg GmbH,8752.00
01/04/2007,RED,Thai Cold Rolled Steel Sheet PLC,2491.00
01/04/2007,RED,Thai Cold Rolled Steel Sheet PLC,2896.00
01/04/2007,ME,Shanghai Coking & Chemical,522265.00
01/04/2007,ME,Sinopec Sichuan Vinylon Works,757202.00
01/04/2007,ME,Atlas Methanol Company Unlimited,102629.00
01/04/2007,ME,Methanex Trinidad Ltd.,0.00
01/04/2007,ME,Supermetanol C.A.,284064.00
01/04/2007,GP,Imperial Oil Resources LTD.,50594.00
01/04/2007,GP,Imperial Oil Resources LTD.,5614.00
01/04/2007,GP,Singapore Refining Co PTE Ltd,0.00
01/04/2007,GP,Petrochem Carless Limited,18000.00
01/04/2007,GP,Petrochem Carless Limited,275.00
01/04/2007,GP,Petrochem Carless Limited,363.00
01/04/2007,GP,Dubai Aluminium Company Ltd,14559.00
01/04/2007,GP,Pan American Energy LLC Suc. Arg,66149.00
01/04/2007,GP,Pan American Energy LLC Suc. Arg,1499.00
01/04/2007,GP,Pan American Energy LLC Suc. Arg,8534.00
01/04/2007,GP,ConocoPhillips Indonesia Inc Ltd,486.00
01/04/2007,GP,"Kinder Morgan Production /Co, LP",42924.00
01/04/2007,CO2,Pure CO2,26677.00
01/04/2007,CO2,Consorgas Srl,14757.00
01/04/2007,AM,Nissan Chemical,153751.00
01/04/2007,AM,Lonza AG (Werke Visp),56667.00
01/04/2007,AM,Furnace Spares And,226.00
01/04/2007,AM,"Yunnan Yunwei Group Co, Ltd.",9371.00
01/04/2007,AM,"Yunnan Yunwei Group Co, Ltd.",569742.00
01/04/2007,RET,The Hong Kong & China Gas Co. Ltd,12500.00
01/04/2007,RET,The Hong Kong & China Gas Co. Ltd,39600.00
01/04/2007,RER,Valero Refining Co.,26260.00
01/04/2007,REO,BP Chemicals Ltd,25000.00
01/04/2007,REI,Air Products,42.00
01/04/2007,REH,CENTRO ENEA TRISAIA,204.00
01/04/2007,RED,Midrex Technologies Inc.,20861.00
01/04/2007,NAC,Haifa Chemicals South Ltd,345.00
01/04/2007,ME,Supermetanol C.A.,25690.00
01/04/2007,GTL,PetroSA,126595.00
01/04/2007,GP,BP Exploration Operating Co Ltd,107226.00
01/04/2007,GP,DBI AILSA,9010.00
01/04/2007,CO2,Salof Refrigeration Co..,1004.00
01/04/2007,AM,EPE Fertial SPA,19200.00
01/05/2007,RNP,Ergon West Virginia Inc.,25049.00
01/05/2007,RNP,Ergon West Virginia Inc.,2575.00
01/05/2007,RNP,Ergon West Virginia Inc.,2727.00
01/05/2007,RNP,Ergon West Virginia Inc.,9120.00
01/05/2007,RNP,Ergon West Virginia Inc.,287.00
01/05/2007,RNP,Ergon West Virginia Inc.,204.00
01/05/2007,RER,GS Caltex Corporation,246623.00
01/05/2007,RER,BP Products North America Inc.,4283.00
01/05/2007,RER,BP Products North America Inc.,126166.00
01/05/2007,RER,BP Products North America Inc.,89395.00
01/05/2007,RER,BP Oil Refineria de Castellon SA,53566.00
01/05/2007,RER,PCK Raffinerie GmbH,40710.00
01/05/2007,RER,PCK Raffinerie GmbH,40763.00
01/05/2007,RER,Cyclon Hellas SA Refinery,9829.00
01/05/2007,RER,"Petro-Canada, Inc.",1425.00
01/05/2007,RER,"Petro-Canada, Inc.",126842.00
01/05/2007,RER,Shell Mds (malaysia) Sdn Bhd,201259.00
01/05/2007,REP,Marathon Oil Company,35950.00
01/05/2007,REP,Total Raffinaderij Antwerpen NV,79173.00
01/05/2007,REP,OAO Sibneft-ONPZ,44622.00
01/05/2007,REP,SK Incheon Oil Co Ltd,275274.00
01/05/2007,REP,SK Incheon Oil Co Ltd,1704.00
01/05/2007,REP,SK Incheon Oil Co Ltd,880.00
01/05/2007,REP,ExxonMobil Oil Corp.,75322.00
01/05/2007,REP,"ConocoPhillips,  Inc.",678.00
01/05/2007,REP,Fuji Oil Sodegaura,13264.00
01/05/2007,REP,Fuji Oil Sodegaura,0.00
01/05/2007,REP,Fuji Oil Sodegaura,2539.00
01/05/2007,REP,Esso Raffinage SAF,28052.00
01/05/2007,REP,Lukoil Neftochim Bourgas AD,39542.00
01/05/2007,REP,Shell Refining Australia Pty Ltd,40935.00
01/05/2007,REP,Durr Systems GmbH,4991.00
01/05/2007,REP,Durr Systems GmbH,4991.00
01/05/2007,REP,ExxonMobil Singapore Pte Ltd,90721.00
01/05/2007,REP,SK Incheon Oil Co Ltd,2400.00
01/05/2007,REO,Dongyang Chechul Chemicals - Kunsan,9918.00
01/05/2007,REO,Dongyang Chechul Chemicals - Kunsan,10097.00
01/05/2007,REO,Dongyang Chechul Chemicals - Kunsan,28088.00
01/05/2007,REO,Dongyang Chechul Chemicals - Kunsan,35492.00
01/05/2007,REO,Dongyang Chechul Chemicals - Kunsan,51555.00
01/05/2007,REO,Dongyang Chechul Chemicals - Kunsan,19582.00
01/05/2007,REO,Dongyang Chechul Chemicals - Kunsan,20811.00
01/05/2007,REI,PT Air Products Indonesia,5939.00
01/05/2007,REI,PT Air Products Indonesia,1120.00
01/05/2007,REI,"Air Products and Chemicals, Inc.",11767.00
01/05/2007,REI,Air Products & Chemicals,22775.00
01/05/2007,REI,Praxair,2429.00
01/05/2007,REI,Praxair,70.00
01/05/2007,REI,Praxair,70.00
01/05/2007,REI,Magazzino Ravenna Rivoira,2049.00
01/05/2007,REI,Magazzino Ravenna Rivoira,26840.00
01/05/2007,REI,Praxair,3238.00
01/05/2007,REI,Air Liquide,3753.00
01/05/2007,REI,Air Liquide,4611.00
01/05/2007,REI,Praxair,1770.00
01/05/2007,REI,Praxair Carbon Dioxide Pvt. Ltd.,5462.00
01/05/2007,REH,Shenhua,37991.00
01/05/2007,REH,Shenhua,1296417.00
01/05/2007,REH,Butachimie,15453.00
01/05/2007,REH,Butachimie,93241.00
01/05/2007,REH,Butachimie,96854.00
01/05/2007,REH,Butachimie,135523.00
01/05/2007,REH,Butachimie,116398.00
01/05/2007,REH,Grupo Celanese S.A.,19600.00
01/05/2007,ME,Statoil ASA,2000.00
01/05/2007,ME,Statoil ASA,2000.00
01/05/2007,ME,Statoil ASA,13998.00
01/05/2007,ME,Statoil ASA,11998.00
01/05/2007,ME,Statoil ASA,2000.00
01/05/2007,ME,Statoil ASA,1000.00
01/05/2007,ME,Statoil ASA,9598.00
01/05/2007,ME,Statoil ASA,11998.00
01/05/2007,ME,Statoil ASA,15997.00
01/05/2007,ME,Statoil ASA,3999.00
01/05/2007,ME,Statoil ASA,37993.00
01/05/2007,ME,Statoil ASA,3999.00
01/05/2007,ME,Statoil ASA,51991.00
01/05/2007,ME,Statoil ASA,236500.00
01/05/2007,ME,Shanghai Coking & Chemical,241345.00
01/05/2007,ME,Statoil ASA,0.00
01/05/2007,ME,Statoil ASA,21530.00
01/05/2007,ME,Statoil ASA,49325.00
01/05/2007,ME,Statoil ASA,101862.00
01/05/2007,ME,Statoil ASA,0.00
01/05/2007,GTL,PetroSA,471695.00
01/05/2007,GP,BP Netherlands Energie B.V.,0.00
01/05/2007,GP,DCP Midstream,141765.00
01/05/2007,GP,BP Netherlands Energie B.V.,0.00
01/05/2007,GP,BP Netherlands Energie B.V.,0.00
01/05/2007,GP,BP Netherlands Energie B.V.,821.00
01/05/2007,GP,BP Netherlands Energie B.V.,2214.00
01/05/2007,GP,ExxonMobil Prod. Deutschland,9318.00
01/05/2007,GP,ConocoPhillips Indonesia Inc Ltd,0.00
01/05/2007,GP,Petroleum Authority of Thailand,265650.00
01/05/2007,GP,Petroleum Authority of Thailand,1704.00
01/05/2007,GP,Petroleum Authority of Thailand,880.00
01/05/2007,GP,Petroleum Authority of Thailand,308000.00
01/05/2007,GP,Petroleum Authority of Thailand,2982.00
01/05/2007,GP,Petroleum Authority of Thailand,1540.00
01/05/2007,GP,ConocoPhillips Indonesia Inc Ltd,0.00
01/05/2007,GP,INEOS Manufacturing Scotland Ltd,0.00
01/05/2007,GP,ConocoPhillips Indonesia Inc Ltd,0.00
01/05/2007,GP,DIALOG SYSTEMS PTE LTD,-236918.00
01/05/2007,GP,DIALOG SYSTEMS PTE LTD,-325070.00
01/05/2007,GP,DIALOG SYSTEMS PTE LTD,-2651.00
01/05/2007,GP,DIALOG SYSTEMS PTE LTD,-1373.00
01/05/2007,EL,Hi-Rel Lids Ltd,12660.00
01/05/2007,EL,Hi-Rel Lids Ltd,800.00
01/05/2007,EL,Hi-Rel Lids Ltd,6100.00
01/05/2007,CO2,ADM,12491.00
01/05/2007,CO2,Praxair Inc,17946.00
01/05/2007,CO2,ADM,27000.00
01/05/2007,CO2,ADM,16330.00
01/05/2007,AM,Public Joint-Stock Company,437384.00
01/05/2007,AM,Qatar Fertiliser Co (SAQ),94143.00
01/05/2007,AM,Qatar Fertiliser Co (SAQ),3396.00
01/05/2007,AM,Nissan Chemical,270535.00
01/05/2007,AM,Fauji Fertilizer Company Limited,637636.00
01/05/2007,AM,Yara International Ltd.,282216.00
01/05/2007,AM,PJSC Nevinnomyssky AZOT,138183.00
01/05/2007,AM,PJSC Nevinnomyssky AZOT,135089.00
01/05/2007,AM,KCKK Mineral Fertilizer Plant Ltd,230614.00
01/05/2007,AM,JSC Cherepovetsky AZOT,469759.00
01/05/2007,AM,Close Joint Stock Company,166552.00
01/05/2007,AM,Close Joint Stock Company,124914.00
01/05/2007,RER,Citgo,500.00
01/05/2007,REI,PT Air Products Indonesia,2717.00
01/05/2007,REI,"Air Products and Chemicals, Inc.",5000.00
01/05/2007,REI,Praxair Inc.,630.00
01/05/2007,RED,Thai Cold Rolled Steel Sheet PLC,30.00
01/05/2007,ME,Supermetanol,3000.00
01/05/2007,GTL,Statoil GTL AS,35668.00
01/05/2007,GTL,PetroSA,35668.00
01/05/2007,GP,BP Exploration Operating Co Ltd,101770.00
01/05/2007,GP,Esso Norge AS,5000.00
01/05/2007,GP,INEOS Manufacturing Scotland Ltd,57250.00
01/05/2007,GP,Petrochem Carless Limited,1000.00
01/05/2007,GP,DCP Midstream,280.00
01/05/2007,GP,Veolia Environmental Services (UK),9385.00
01/05/2007,GP,Veolia Environmental Services (UK),58224.00
01/05/2007,GP,Britoil plc,15000.00
01/05/2007,AM,Terra Nitrogen (UK) Ltd,21630.00
01/05/2007,AM,EPE Fertial SPA,150.00
01/05/2007,AM,Fauji Fertilizer Company Limited,0.00
01/05/2007,AM,Fauji Fertilizer Company Limited,0.00
01/05/2007,AM,Hubei Shuanghuan,31208.00
01/06/2007,RET,Shanghai Shidongkuo Gas,279281.00
01/06/2007,RER,GS Caltex Corporation,81812.00
01/06/2007,RER,Ergon Refining,50984.00
01/06/2007,RER,KNPC MAB,61732.00
01/06/2007,RER,KNPC MAB,6859.00
01/06/2007,RER,KNPC MAB,92597.00
01/06/2007,RER,KNPC MAB,10289.00
01/06/2007,RER,Societe Ivorienne De Raffinage,123367.00
01/06/2007,RER,Baiji Refinery,85592.00
01/06/2007,RER,Baiji Refinery,232035.00
01/06/2007,RER,Baiji Refinery,190556.00
01/06/2007,RER,Baiji Refinery,280372.00
01/06/2007,RER,Saudi Aramco - Rabigh,60992.00
01/06/2007,RER,Saudi Aramco - Rabigh,44086.00
01/06/2007,RER,Vacuum & Atmosphere Services,2985.00
01/06/2007,RER,GS Caltex Corporation,76427.00
01/06/2007,RER,GS Caltex Corporation,52374.00
01/06/2007,REP,CPC Tao Yuan,40784.00
01/06/2007,REP,ExxonMobil Singapore Pte Ltd,38493.00
01/06/2007,REP,Fuji Oil Sodegaura,50988.00
01/06/2007,REP,Seibu Oil - Yamaguchi,6906.00
01/06/2007,REP,Tonen General Oil (Kawasaki),52855.00
01/06/2007,REP,Saras SpA,105051.00
01/06/2007,REP,Citgo Petroleum Co.,37500.00
01/06/2007,REP,S-Oil Corporation,57713.00
01/06/2007,REP,Esso Raffinage SAF,50667.00
01/06/2007,REP,Exxonmobil Chemical Company,3275.00
01/06/2007,REP,Marathon Oil Company,46501.00
01/06/2007,REP,Raffinerie De Donges,178385.00
01/06/2007,REP,Raffinerie De Donges,46406.00
01/06/2007,REO,Nan Ya Plastics,159676.00
01/06/2007,REI,Air Liquide Deutschland GmbH,6282.00
01/06/2007,REI,Air Liquide Deutschland GmbH,6171.00
01/06/2007,REI,Air Products,1414.00
01/06/2007,REI,Air Products,2037.00
01/06/2007,REI,Air Products,2102.00
01/06/2007,REI,Air Products,154.00
01/06/2007,REI,Air Products,490.00
01/06/2007,REI,Air Products,308.00
01/06/2007,REI,Air Products,182.00
01/06/2007,REI,Praxair,13104.00
01/06/2007,REI,Praxair,272.00
01/06/2007,REI,Praxair,272.00
01/06/2007,REI,Praxair,272.00
01/06/2007,REI,Risso Srl,7755.00
01/06/2007,REI,BOC Gases Ltd,2284.00
01/06/2007,REI,BOC Gases Ltd,2171.00
01/06/2007,REI,Air Products & Chemicals,20032.00
01/06/2007,REH,Isu Chemical Co Ltd,50588.00
01/06/2007,REH,Isu Chemical Co Ltd,50924.00
01/06/2007,REH,Cargill De Venezuela S.R.L.,3056.00
01/06/2007,REH,Shin Sanso Kagaku,2877.00
01/06/2007,REH,Shin Sanso Kagaku,6668.00
01/06/2007,REH,Shin Sanso Kagaku,30881.00
01/06/2007,REH,Shin Sanso Kagaku,1841.00
01/06/2007,REH,Shin Sanso Kagaku,13391.00
01/06/2007,REH,Cargill De Venezuela S.R.L.,0.00
01/06/2007,REH,Cargill De Venezuela S.R.L.,0.00
01/06/2007,RED,"Falconbridge Dominica, C X A",6652.00
01/06/2007,NAC,Tianji Coal Company,130613.00
01/06/2007,NAC,Tianji Coal Company,130612.00
01/06/2007,NAC,Tianji Coal Company,8707.00
01/06/2007,NAC,Tianji Coal Company,8707.00
01/06/2007,NAC,Haifa Chemicals South Ltd,932.00
01/06/2007,NAC,Haifa Chemicals South Ltd,8164.00
01/06/2007,ME,"Linhuan Coking Co., Ltd",97279.00
01/06/2007,ME,Eastman Chemical Company,135405.00
01/06/2007,ME,Methanol Holdings Trinidad Ltd.,119921.00
01/06/2007,ME,Methanol Holdings Trinidad Ltd.,88749.00
01/06/2007,ME,Methanol Holdings Trinidad Ltd.,384688.00
01/06/2007,ME,Statoil ASA,0.00
01/06/2007,ME,Methanol Holdings Trinidad Ltd.,4350.00
01/06/2007,ME,Methanol Holdings Trinidad Ltd.,4350.00
01/06/2007,ME,Methanol Holdings Trinidad Ltd.,28820.00
01/06/2007,ME,Methanol Holdings Trinidad Ltd.,2891.00
01/06/2007,ME,Methanol Holdings Trinidad Ltd.,4754.00
01/06/2007,ME,Methanol Holdings Trinidad Ltd.,9984.00
01/06/2007,GP,Petroleum Development Oman LLC,4843.00
01/06/2007,GP,Petroleum Development Oman LLC,14025.00
01/06/2007,GP,Petroleum Development Oman LLC,2585.00
01/06/2007,GP,BP,17079.00
01/06/2007,GP,Saudi Aramco - Khursaniyah,0.00
01/06/2007,GP,Saudi Aramco - Khursaniyah,12753.00
01/06/2007,GP,Saudi Aramco - Khursaniyah,12459.00
01/06/2007,GP,Saudi Aramco - Khursaniyah,5804.00
01/06/2007,GP,Saudi Aramco - Khursaniyah,5692.00
01/06/2007,GP,Saudi Aramco - Khursaniyah,0.00
01/06/2007,GP,Saudi Aramco - Khursaniyah,6015.00
01/06/2007,GP,Saudi Aramco - Khursaniyah,5872.00
01/06/2007,GP,Petroleum Development Oman LLC,261052.00
01/06/2007,GP,Saudi Aramco - Khursaniyah,1126890.00
01/06/2007,GP,Saudi Aramco - Khursaniyah,0.00
01/06/2007,GP,Japan Petroleum Exploration Co Ltd,98590.00
01/06/2007,GP,BP Exploration OP CO LTD Sullem Voe,191200.00
01/06/2007,GP,BP Exploration OP CO LTD Sullem Voe,1159.00
01/06/2007,GP,BP Exploration OP CO LTD Sullem Voe,1098.00
01/06/2007,GP,Kinder Morgan,50750.00
01/06/2007,GP,Kinder Morgan,188.00
01/06/2007,GP,Kinder Morgan,375.00
01/06/2007,GP,Kinder Morgan,338.00
01/06/2007,GP,Pan American Energy LLC Suc. Arg,630.00
01/06/2007,GP,Pan American Energy LLC Suc. Arg,630.00
01/06/2007,GP,ExxonMobil Prod. Deutschland,12424.00
01/06/2007,GP,Questar Pipeline Company,11522.00
01/06/2007,GP,PTT Exploration & Production Co Ltd,448140.00
01/06/2007,GP,PTT Exploration & Production Co Ltd,0.00
01/06/2007,GP,PTT Exploration & Production Co Ltd,0.00
01/06/2007,GP,PTT Exploration & Production Co Ltd,0.00
01/06/2007,GP,Oekoenergie Fernwaerme Strem,2161.00
01/06/2007,EL,Hi-Rel Lids Ltd,3660.00
01/06/2007,EL,Hi-Rel Lids Ltd,10830.00
01/06/2007,EL,Hi-Rel Lids Ltd,14440.00
01/06/2007,CO2,Air Liquide America Corp.,31482.00
01/06/2007,CO2,Acumentrics,328.00
01/06/2007,AM,JSCo Minudobreniya,83333.00
01/06/2007,AM,JSCo Minudobreniya,416665.00
01/06/2007,AM,Nuova Terni Industrie Chimiche SpA,26298.00
01/06/2007,AM,Nuova Terni Industrie Chimiche SpA,19121.00
01/06/2007,AM,Nuova Terni Industrie Chimiche SpA,29814.00
01/06/2007,AM,Alexandria Fertiliser Company,18394.00
01/06/2007,AM,Alexandria Fertiliser Company,28917.00
01/06/2007,AM,Qatar Fertiliser Co (SAQ),26282.00
01/06/2007,AM,Qatar Fertiliser Co (SAQ),21817.00
01/06/2007,AM,Qatar Fertiliser Co (SAQ),54544.00
01/06/2007,AM,Qatar Fertiliser Co (SAQ),50577.00
01/06/2007,AM,Qatar Fertiliser Co (SAQ),179897.00
01/06/2007,AM,Qatar Fertiliser Co (SAQ),101970.00
01/06/2007,AM,Qatar Fertiliser Co (SAQ),77691.00
01/06/2007,AM,Qatar Fertiliser Co (SAQ),196976.00
01/06/2007,AM,Kemerovo Joint-Stock Company,196800.00
01/06/2007,AM,Kemerovo Joint-Stock Company,2880.00
01/06/2007,AM,Kemerovo Joint-Stock Company,48960.00
01/06/2007,AM,Kemerovo Joint-Stock Company,2880.00
01/06/2007,AM,JSCo Minudobreniya,22914.00
01/06/2007,AM,JSCo Minudobreniya,8767.00
01/06/2007,AM,PJSC Nevinnomyssky AZOT,354761.00
01/06/2007,AM,PJSC Nevinnomyssky AZOT,16667.00
01/06/2007,AM,PJSC Nevinnomyssky AZOT,23333.00
01/06/2007,AM,KCKK Mineral Fertilizer Plant Ltd,144757.00
01/06/2007,AM,KCKK Mineral Fertilizer Plant Ltd,176926.00
01/06/2007,AM,JSC Cherepovetsky AZOT,236190.00
01/06/2007,AM,OAO DneprAZOT,126020.00
01/06/2007,AM,OAO DneprAZOT,234591.00
01/06/2007,AM,PJSC Nevinnomyssky AZOT,21762.00
01/06/2007,AM,OAO DneprAZOT,65918.00
01/06/2007,AM,Qingdao Hengrui Chemical Co Ltd,11551.00
01/06/2007,AM,JSCo Minudobreniya,2192.00
01/06/2007,AM,PJSC Nevinnomyssky AZOT,28714.00
01/06/2007,AM,Kemira GrowHow Tertre SA,232312.00
01/06/2007,AM,Canadian Fertilizers Limited,25581.00
01/06/2007,AM,Canadian Fertilizers Limited,106750.00
01/06/2007,AM,Canadian Fertilizers Limited,44056.00
01/06/2007,AM,JSC Cherepovetsky AZOT,396461.00
01/06/2007,REI,Air Products,180.00
01/06/2007,REI,Air Products,550.00
01/06/2007,ME,"Linhuan Coking Co., Ltd",290475.00
01/06/2007,ME,Davy Process Technology Ltd,1002966.00
01/06/2007,ME,Prosint Quimica S/A,86280.00
01/06/2007,GTL,Statoil GTL AS,121644.00
01/06/2007,GTL,PetroSA,121644.00
01/06/2007,GP,BP Exploration Operating Co Ltd,151495.00
01/06/2007,GP,ConocoPhillips Petroleum Co,173050.00
01/06/2007,GP,Amerada Hess Indonesia,3792.00
01/06/2007,GP,ConocoPhillips Petroleum Co,7500.00
01/06/2007,AM,Pak-American fertilisers,130375.00
01/06/2007,AM,JSC Cherepovetsky AZOT,91836.00
01/06/2007,AM,JSC Cherepovetsky AZOT,91836.00
01/06/2007,AM,Nuova Terni Industrie Chimiche SpA,1429.00
01/07/2007,RNP,Hydro-Chem,182.00
01/07/2007,RNP,Hydro-Chem,847.00
01/07/2007,RNP,Hydro-Chem,165.00
01/07/2007,RNP,Hydro-Chem,960.00
01/07/2007,RNP,Hydro-Chem,88.00
01/07/2007,RNP,Hydro-Chem,27.00
01/07/2007,RNP,Mahler AGS GmbH,1130.00
01/07/2007,RNP,Mahler AGS GmbH,8173.00
01/07/2007,RNP,Mahler AGS GmbH,942.00
01/07/2007,RNP,Mahler AGS GmbH,3214.00
01/07/2007,REH,Kanazawa City Gas,16353.00
01/07/2007,REH,Kanazawa City Gas,24305.00
01/07/2007,RER,"TOO ""ANPZ""",11689.00
01/07/2007,RER,OAO TAIF-NK,53560.00
01/07/2007,RER,OAO TAIF-NK,21158.00
01/07/2007,RER,OAO TAIF-NK,80340.00
01/07/2007,RER,The Bahrain Petroleum Co Bsc C,274975.00
01/07/2007,RER,Preem Petroleum AB (publ),53202.00
01/07/2007,RER,Petronas Penapisan (Melaka)Sdn Bnd,47276.00
01/07/2007,RER,Petronas Penapisan (Melaka)Sdn Bnd,27126.00
01/07/2007,RER,Petronas Penapisan (Melaka)Sdn Bnd,76541.00
01/07/2007,RER,Petronas Penapisan (Melaka)Sdn Bnd,12966.00
01/07/2007,RER,Petronas Penapisan (Melaka)Sdn Bnd,17387.00
01/07/2007,RER,Petronas Penapisan (Melaka)Sdn Bnd,4033.00
01/07/2007,RER,Petronas Penapisan (Melaka)Sdn Bnd,3477.00
01/07/2007,RER,"Petroleos del Norte S,A.",98379.00
01/07/2007,RER,Southwest Research Institute,2089.00
01/07/2007,RER,The Bahrain Petroleum Co Bsc C,75750.00
01/07/2007,RER,Eni S.p.A,51144.00
01/07/2007,RER,Eni S.p.A,700.00
01/07/2007,RER,Johnson Matthey Catalysts,8861.00
01/07/2007,RER,Preem Petroleum AB (publ),99355.00
01/07/2007,RER,Preem Petroleum AB (publ),2658.00
01/07/2007,RER,Preem Petroleum AB (publ),622.00
01/07/2007,RER,KAHNAMOMC Corporation Ltd,826.00
01/07/2007,RER,KAHNAMOMC Corporation Ltd,7017.00
01/07/2007,REP,Citgo Petroleum Co.,37387.00
01/07/2007,REP,TUPRAS,20451.00
01/07/2007,REP,TUPRAS,11770.00
01/07/2007,REP,TUPRAS,82990.00
01/07/2007,REP,TUPRAS,49603.00
01/07/2007,REP,Saudi Aramco Dammam,387534.00
01/07/2007,REP,Saudi Aramco Dammam,4825.00
01/07/2007,REP,Petroplus Refining Teesside Ltd,3700.00
01/07/2007,REP,Petroplus Refining Teesside Ltd,360490.00
01/07/2007,REP,Marathon Oil Company,51686.00
01/07/2007,REP,Marathon Oil Company,13161.00
01/07/2007,REO,Tosoh,76983.00
01/07/2007,REO,Tosoh,19240.00
01/07/2007,REO,Tosoh,11347.00
01/07/2007,REO,Tosoh,75421.00
01/07/2007,REO,Tosoh,0.00
01/07/2007,REO,Tosoh,0.00
01/07/2007,REO,Tosoh,0.00
01/07/2007,REO,Tosoh,0.00
01/07/2007,REO,Tosoh,75677.00
01/07/2007,REI,Air Products Canada Ltd.,220056.00
01/07/2007,REI,Air Products Canada Ltd.,202971.00
01/07/2007,REI,Air Products Canada Ltd.,78114.00
01/07/2007,REI,Air Products Canada Ltd.,457451.00
01/07/2007,REI,Air Products Canada Ltd.,48547.00
01/07/2007,REI,Air Products Canada Ltd.,307826.00
01/07/2007,REI,Praxair,374.00
01/07/2007,REI,Praxair,754.00
01/07/2007,REI,Praxair,1563.00
01/07/2007,REI,Praxair,1670.00
01/07/2007,REI,Sapio,38156.00
01/07/2007,REI,Air Products & Chemicals,40064.00
01/07/2007,REI,Praxair,29325.00
01/07/2007,REI,Praxair,1594.00
01/07/2007,REI,Praxair,29747.00
01/07/2007,REI,Praxair,21188.00
01/07/2007,REH,"Mitsubishi Chemicals, Yokkaichi",25405.00
01/07/2007,RED,"Falconbridge Dominica, C X A",7178.00
01/07/2007,NAC,HAIFA CHEMICALS LTD (NORTH),44377.00
01/07/2007,NAC,HAIFA CHEMICALS LTD (NORTH),44377.00
01/07/2007,NAC,HAIFA CHEMICALS LTD (NORTH),3365.00
01/07/2007,ME,Methanol Holdings Trinidad Ltd.,384688.00
01/07/2007,GP,Khalda Petroleum Company,202920.00
